order_id,customer_id,order_date,order_value,product_category,quantity,discount_pct,payment_method,return_flag
O00763,C0119,2022-03-28,468.42,Electronics,2,5,Credit Card,N
O00764,C0119,2022-05-24,461.02,Health,1,0,Debit Card,N
O00765,C0119,2022-07-14,152.34,Electronics,3,20,Credit Card,N
O00766,C0119,2022-07-17,336.71,Health,1,20,Credit Card,N
O00767,C0119,2022-09-02,288.8,Health,2,0,Debit Card,N
O00768,C0119,2022-11-12,221.68,Toys,3,0,Bank Transfer,Y
O00769,C0119,2023-02-03,137.68,Sports,1,10,Debit Card,N
O00770,C0119,2023-03-25,106.55,Books,2,20,Apple Pay,N
O00771,C0119,2023-05-14,372.44,Automotive,2,5,Debit Card,Y
O00772,C0119,2023-05-16,97.09,Clothing,5,5,Debit Card,N
O00773,C0119,2023-05-27,449.44,Clothing,1,0,Debit Card,N
O00774,C0119,2023-07-08,376.83,Health,3,5,Apple Pay,N
O00775,C0119,2023-08-31,166.59,Books,5,5,Apple Pay,N
O00776,C0119,2023-10-10,474.0,Health,1,10,Debit Card,N
O00777,C0119,2023-10-21,337.06,Clothing,3,0,Apple Pay,N
O00778,C0120,2022-01-13,58.14,Food & Grocery,2,0,Credit Card,N
O00779,C0120,2022-02-16,24.58,Home & Garden,4,5,Debit Card,N
O00780,C0120,2022-03-09,71.96,Electronics,1,15,PayPal,N
O00781,C0120,2022-03-11,32.82,Books,3,10,Apple Pay,N
O00782,C0120,2022-03-21,23.88,Electronics,5,0,Debit Card,N
O00783,C0121,2022-03-14,63.79,Beauty,2,20,Credit Card,N
O00784,C0121,2022-08-29,68.72,Sports,4,20,Debit Card,N
O00785,C0121,2022-11-30,181.53,Clothing,4,10,Apple Pay,N
O00786,C0121,2023-03-06,181.38,Home & Garden,2,10,Apple Pay,N
O00787,C0121,2023-04-01,95.85,Home & Garden,4,15,Debit Card,N
O00788,C0121,2023-08-17,195.84,Sports,3,0,Credit Card,Y
O00789,C0121,2023-08-30,40.14,Home & Garden,1,20,Apple Pay,N
O00790,C0122,2022-02-10,191.97,Home & Garden,5,10,Debit Card,N
O00791,C0122,2022-02-26,99.99,Automotive,4,20,Debit Card,Y
O00792,C0122,2022-03-17,110.49,Food & Grocery,3,0,Apple Pay,N
O00793,C0122,2022-06-04,72.13,Toys,5,0,Bank Transfer,N
O00794,C0122,2022-06-13,185.34,Electronics,4,0,Credit Card,N
O00795,C0122,2022-07-22,154.69,Automotive,1,5,Bank Transfer,N
O00796,C0122,2022-07-23,111.48,Clothing,4,5,Debit Card,N
O00797,C0123,2022-08-12,37.25,Books,2,15,Credit Card,N
O00798,C0123,2023-02-21,82.37,Books,2,15,Apple Pay,Y
O00799,C0123,2023-12-11,117.15,Electronics,4,5,Debit Card,N
O00800,C0124,2023-01-15,101.49,Electronics,1,5,PayPal,Y
O00801,C0125,2022-05-19,110.75,Health,5,10,Debit Card,N
O00802,C0126,2022-02-26,67.32,Electronics,1,5,PayPal,N
O00803,C0126,2023-06-12,100.49,Beauty,3,0,Bank Transfer,N
O00804,C0126,2023-11-22,92.9,Sports,2,0,Debit Card,Y
O00805,C0127,2022-08-03,84.48,Books,5,15,Apple Pay,N
O00806,C0127,2022-08-19,39.26,Beauty,3,5,Apple Pay,Y
O00807,C0127,2023-08-18,119.54,Clothing,4,15,Bank Transfer,Y
O00808,C0127,2023-12-21,182.91,Food & Grocery,5,0,Credit Card,N
O00809,C0128,2022-02-15,57.49,Clothing,1,0,PayPal,N
O00810,C0128,2022-08-18,110.62,Food & Grocery,2,20,Debit Card,Y
O00811,C0129,2022-02-03,139.6,Books,2,0,Credit Card,N
O00812,C0129,2022-03-30,171.94,Automotive,3,5,Bank Transfer,N
O00813,C0129,2022-04-18,141.48,Beauty,4,10,Bank Transfer,Y
O00814,C0129,2022-04-24,105.69,Books,5,0,PayPal,N
O00815,C0129,2022-05-02,164.18,Sports,4,0,PayPal,N
O00816,C0129,2022-05-19,55.22,Books,4,0,Bank Transfer,N
O00817,C0129,2022-06-24,151.01,Books,2,0,Debit Card,N
O00818,C0129,2022-07-08,70.44,Electronics,3,10,Debit Card,N
O00819,C0129,2022-08-27,74.27,Home & Garden,2,10,Credit Card,N
O00820,C0130,2022-01-26,81.8,Automotive,5,0,PayPal,N
O00821,C0130,2022-05-05,456.31,Health,2,20,Bank Transfer,N
O00822,C0130,2022-05-29,222.25,Clothing,4,0,Debit Card,Y
O00823,C0130,2022-06-09,129.09,Electronics,4,10,Debit Card,N
O00824,C0130,2022-06-16,230.11,Beauty,1,10,Debit Card,Y
O00825,C0130,2022-11-05,301.1,Books,2,0,Credit Card,Y
O00826,C0130,2022-11-24,436.77,Clothing,5,5,Debit Card,N
O00827,C0130,2023-02-19,213.46,Health,5,0,PayPal,N
O00828,C0130,2023-04-05,142.14,Toys,3,5,PayPal,N
O00829,C0130,2023-04-15,199.55,Beauty,3,5,Bank Transfer,N
O00830,C0130,2023-05-27,170.59,Food & Grocery,4,20,Apple Pay,N
O00831,C0130,2023-07-01,148.79,Toys,4,0,Bank Transfer,Y
O00832,C0130,2023-07-07,116.15,Sports,3,5,Bank Transfer,N
O00833,C0131,2022-01-07,313.44,Health,2,0,Debit Card,N
O00834,C0131,2022-04-01,201.57,Food & Grocery,1,20,PayPal,Y
O00835,C0131,2022-06-29,207.64,Automotive,4,0,Credit Card,N
O00836,C0131,2022-10-07,144.69,Books,4,0,PayPal,N
O00837,C0131,2023-01-20,155.34,Sports,1,0,PayPal,N
O00838,C0131,2023-02-24,497.62,Clothing,5,15,PayPal,Y
O00839,C0131,2023-03-01,281.8,Toys,3,15,Apple Pay,N
O00840,C0131,2023-08-28,236.74,Health,1,20,PayPal,N
O00841,C0131,2023-10-17,324.29,Home & Garden,3,5,Debit Card,N
O00842,C0132,2022-01-13,79.58,Clothing,5,0,Debit Card,N
O00843,C0132,2022-03-16,131.79,Home & Garden,5,0,PayPal,N
O00844,C0132,2022-04-02,76.15,Beauty,1,10,Bank Transfer,N
O00845,C0132,2022-04-18,169.96,Electronics,2,10,PayPal,N
O00846,C0132,2022-06-12,162.4,Toys,3,0,Credit Card,N
O00847,C0133,2022-07-12,173.83,Automotive,1,5,Apple Pay,N
O00848,C0133,2023-06-23,49.82,Home & Garden,1,5,PayPal,N
O00849,C0133,2023-07-27,147.48,Home & Garden,4,10,Bank Transfer,N
O00850,C0133,2023-09-21,59.28,Books,1,15,Credit Card,N
O00851,C0133,2023-12-08,51.88,Home & Garden,2,0,Debit Card,N
O00852,C0134,2023-03-12,79.86,Clothing,1,0,Apple Pay,N
O00853,C0134,2023-12-09,18.61,Clothing,1,20,Bank Transfer,Y
O00854,C0135,2022-01-11,466.44,Sports,5,0,Debit Card,N
O00855,C0135,2022-02-14,92.29,Home & Garden,3,10,PayPal,N
O00856,C0135,2022-03-09,147.43,Automotive,5,0,Bank Transfer,Y
O00857,C0135,2022-04-09,108.7,Health,1,10,Debit Card,N
O00858,C0135,2022-05-07,484.99,Home & Garden,5,0,Credit Card,N
O00859,C0135,2022-09-17,466.6,Food & Grocery,3,15,Bank Transfer,N
O00860,C0135,2022-11-05,264.66,Clothing,2,20,PayPal,N
O00861,C0135,2023-11-15,258.12,Automotive,2,5,Credit Card,N
O00862,C0136,2022-02-11,217.81,Clothing,4,0,Apple Pay,Y
O00863,C0136,2022-03-26,389.19,Food & Grocery,2,10,Apple Pay,N
O00864,C0136,2022-05-20,493.68,Toys,2,20,Credit Card,N
O00865,C0136,2022-10-23,474.41,Beauty,2,0,Apple Pay,N
O00866,C0136,2023-01-05,246.48,Automotive,1,0,Debit Card,N
O00867,C0136,2023-05-23,248.26,Health,1,15,Debit Card,N
O00868,C0136,2023-06-17,232.76,Sports,3,0,Bank Transfer,N
O00869,C0136,2023-07-25,131.56,Toys,4,0,Bank Transfer,Y
O00870,C0136,2023-12-23,194.65,Toys,3,5,Bank Transfer,N
O00871,C0137,2022-04-21,69.24,Home & Garden,1,0,Credit Card,N
O00872,C0137,2022-05-06,114.68,Electronics,2,5,Bank Transfer,N
O00873,C0137,2022-05-31,55.97,Health,5,0,Credit Card,Y
O00874,C0137,2022-09-14,160.49,Food & Grocery,2,0,Apple Pay,N
O00875,C0137,2023-04-11,115.82,Automotive,3,20,Bank Transfer,Y
O00876,C0137,2023-05-17,33.0,Electronics,4,0,Apple Pay,N
O00877,C0137,2023-05-25,83.48,Toys,4,5,Credit Card,N
O00878,C0138,2022-06-18,52.86,Toys,4,20,Credit Card,Y
O00879,C0138,2022-11-07,144.75,Automotive,5,10,Apple Pay,N
O00880,C0138,2023-03-18,125.58,Home & Garden,5,0,Apple Pay,N
O00881,C0138,2023-05-19,114.1,Toys,5,15,PayPal,N
O00882,C0138,2023-12-25,84.48,Electronics,5,0,Debit Card,N
O00883,C0139,2022-01-28,102.79,Beauty,4,0,Credit Card,N
O00884,C0139,2022-04-10,72.09,Books,5,0,Credit Card,N
O00885,C0139,2022-12-16,49.46,Home & Garden,1,10,PayPal,N
O00886,C0139,2023-01-25,108.35,Toys,5,10,Apple Pay,N
O00887,C0139,2023-08-21,33.47,Food & Grocery,5,0,PayPal,N
O00888,C0139,2023-10-03,126.96,Beauty,5,0,Apple Pay,N
O00889,C0140,2022-06-20,194.8,Sports,4,15,Credit Card,Y
O00890,C0140,2022-11-03,66.39,Books,1,0,Bank Transfer,N
O00891,C0140,2022-12-11,166.78,Health,1,15,Bank Transfer,N
O00892,C0140,2022-12-14,130.62,Books,1,10,Bank Transfer,N
O00893,C0140,2023-01-08,102.61,Beauty,1,15,PayPal,Y
O00894,C0140,2023-05-24,166.7,Toys,5,0,Debit Card,N
O00895,C0140,2023-05-30,98.39,Health,5,5,Bank Transfer,N
O00896,C0140,2023-09-22,179.75,Automotive,2,10,Apple Pay,N
O00897,C0140,2023-11-15,142.34,Food & Grocery,3,15,Bank Transfer,Y
O00898,C0141,2022-03-03,45.96,Home & Garden,2,0,PayPal,N
O00899,C0141,2022-07-25,49.87,Clothing,2,20,Apple Pay,N
O00900,C0141,2023-06-19,85.02,Home & Garden,3,15,Bank Transfer,N
O00901,C0141,2023-10-04,49.5,Clothing,2,0,Credit Card,N
O00902,C0142,2022-08-05,104.1,Electronics,2,0,PayPal,N
O00903,C0142,2022-08-12,23.79,Books,5,0,Credit Card,N
O00904,C0143,2022-01-09,127.07,Automotive,1,10,Bank Transfer,Y
O00905,C0143,2022-01-12,72.81,Clothing,2,10,Credit Card,N
O00906,C0143,2022-01-15,85.98,Health,4,20,Debit Card,N
O00907,C0143,2022-01-18,67.06,Clothing,2,0,PayPal,N
O00908,C0143,2022-01-31,99.42,Health,1,5,Bank Transfer,N
O00909,C0143,2022-02-08,148.94,Clothing,3,10,Apple Pay,N
O00910,C0143,2022-02-10,146.07,Books,2,0,Apple Pay,N
O00911,C0143,2022-02-16,169.63,Electronics,5,0,Credit Card,N
O00912,C0143,2022-02-20,73.01,Toys,3,15,PayPal,N
O00913,C0143,2022-02-22,120.93,Sports,4,5,Credit Card,N
O00914,C0144,2022-02-04,425.74,Food & Grocery,4,15,Apple Pay,N
O00915,C0144,2022-03-24,381.3,Clothing,2,15,PayPal,Y
O00916,C0144,2022-06-14,107.87,Toys,5,15,Bank Transfer,N
O00917,C0144,2022-08-04,270.37,Electronics,1,15,Debit Card,N
O00918,C0144,2022-08-30,412.23,Home & Garden,1,5,Debit Card,N
O00919,C0144,2022-10-08,211.76,Clothing,1,0,Debit Card,Y
O00920,C0144,2022-11-01,379.7,Home & Garden,5,15,Apple Pay,N
O00921,C0144,2022-11-21,269.63,Home & Garden,3,0,Bank Transfer,N
O00922,C0144,2023-02-21,415.8,Sports,1,5,PayPal,N
O00923,C0144,2023-03-26,245.27,Toys,5,0,Credit Card,N
O00924,C0144,2023-10-09,467.71,Health,2,0,Apple Pay,N
O00925,C0144,2023-10-22,189.95,Home & Garden,1,5,Bank Transfer,N
O00926,C0145,2022-01-22,35.26,Automotive,4,20,Apple Pay,N
O00927,C0145,2022-02-17,35.41,Sports,2,20,PayPal,N
O00928,C0145,2022-03-14,117.04,Toys,2,5,Debit Card,Y
O00929,C0146,2022-10-17,31.1,Home & Garden,4,20,Debit Card,N
O00930,C0146,2023-11-25,39.67,Books,2,10,Apple Pay,N
O00931,C0147,2022-01-11,257.78,Health,3,0,Credit Card,Y
O00932,C0147,2022-03-29,104.68,Beauty,2,5,PayPal,Y
O00933,C0147,2022-05-17,474.52,Health,1,0,PayPal,Y
O00934,C0147,2022-08-06,340.26,Books,4,15,PayPal,N
O00935,C0147,2022-11-28,486.58,Automotive,1,10,Debit Card,N
O00936,C0147,2023-01-28,151.34,Food & Grocery,3,5,Debit Card,N
O00937,C0147,2023-02-12,213.27,Automotive,4,0,PayPal,N
O00938,C0147,2023-04-15,211.57,Home & Garden,4,20,PayPal,N
O00939,C0147,2023-04-26,469.02,Books,3,10,PayPal,Y
O00940,C0147,2023-10-25,211.46,Home & Garden,3,15,Apple Pay,N
O00941,C0147,2023-12-05,313.38,Food & Grocery,1,0,Debit Card,N
O00942,C0147,2023-12-11,176.54,Electronics,4,0,Debit Card,N
O00943,C0147,2023-12-27,263.3,Food & Grocery,1,5,PayPal,Y
O00944,C0148,2022-01-16,65.45,Sports,3,0,Debit Card,Y
O00945,C0148,2022-01-19,126.93,Health,5,0,Bank Transfer,N
O00946,C0149,2022-03-20,52.0,Food & Grocery,1,0,Credit Card,N
O00947,C0149,2022-07-04,108.57,Clothing,4,0,Bank Transfer,N
O00948,C0149,2023-03-03,128.81,Home & Garden,1,0,Apple Pay,N
O00949,C0150,2022-01-06,43.0,Electronics,5,5,PayPal,Y
O00950,C0150,2022-10-03,25.99,Electronics,3,0,Credit Card,N
O00951,C0150,2023-09-01,61.51,Health,4,0,Apple Pay,N
O00952,C0150,2023-11-05,30.13,Toys,1,0,Debit Card,N
O00953,C0151,2022-10-19,117.83,Home & Garden,1,0,Apple Pay,N
O00954,C0151,2023-10-25,115.67,Books,5,0,PayPal,N
O00955,C0152,2022-07-18,81.94,Health,5,5,Credit Card,N
O00956,C0152,2022-08-17,125.43,Health,2,5,Apple Pay,N
O00957,C0153,2022-08-18,146.66,Home & Garden,4,10,Bank Transfer,N
O00958,C0153,2023-04-20,79.42,Toys,1,20,Apple Pay,N
O00959,C0153,2023-10-26,55.26,Home & Garden,3,20,Debit Card,Y
O00960,C0153,2023-11-24,102.71,Health,1,10,Credit Card,N
O00961,C0154,2022-01-25,63.32,Books,3,0,Bank Transfer,N
O00962,C0154,2022-04-16,80.33,Electronics,1,15,Apple Pay,N
O00963,C0154,2022-04-29,81.83,Toys,1,0,Apple Pay,N
O00964,C0154,2022-06-19,41.69,Food & Grocery,4,10,PayPal,N
O00965,C0154,2022-07-04,97.17,Home & Garden,2,0,Credit Card,Y
O00966,C0155,2022-01-06,370.56,Health,4,0,Bank Transfer,Y
O00967,C0155,2022-01-14,231.51,Toys,3,0,Debit Card,N
O00968,C0155,2022-01-19,85.83,Clothing,1,15,Debit Card,N
O00969,C0155,2022-04-19,167.88,Home & Garden,2,5,Bank Transfer,N
O00970,C0155,2022-04-30,116.16,Food & Grocery,2,5,Apple Pay,N
O00971,C0155,2022-06-25,128.91,Home & Garden,4,5,Apple Pay,N
O00972,C0155,2023-02-09,441.11,Health,2,0,PayPal,Y
O00973,C0155,2023-03-21,428.37,Toys,1,0,Credit Card,N
O00974,C0155,2023-04-17,344.77,Toys,4,20,Apple Pay,Y
O00975,C0155,2023-05-04,330.25,Automotive,3,0,Apple Pay,N
O00976,C0155,2023-07-02,284.16,Health,5,15,Apple Pay,N
O00977,C0155,2023-11-03,380.0,Automotive,1,5,Bank Transfer,N
O00978,C0156,2022-03-01,84.32,Beauty,4,15,Apple Pay,N
O00979,C0156,2022-08-02,40.97,Sports,4,0,Apple Pay,N
O00980,C0156,2022-08-31,85.99,Health,3,10,Apple Pay,N
O00981,C0157,2023-02-04,128.3,Beauty,4,20,Debit Card,Y
O00982,C0157,2023-03-03,46.94,Clothing,4,0,Debit Card,N
O00983,C0158,2022-04-14,95.16,Food & Grocery,3,0,Debit Card,Y
O00984,C0158,2023-03-02,19.0,Electronics,3,0,PayPal,N
O00985,C0159,2022-02-02,83.58,Beauty,4,0,Bank Transfer,N
O00986,C0159,2023-05-31,25.26,Sports,4,0,PayPal,N
O00987,C0160,2023-07-25,54.77,Home & Garden,5,10,Credit Card,N
O00988,C0161,2022-04-19,81.48,Clothing,5,0,Bank Transfer,N
O00989,C0161,2022-04-24,29.2,Clothing,2,0,Debit Card,N
O00990,C0161,2023-09-17,75.19,Automotive,4,15,Credit Card,N
O00991,C0161,2023-09-18,70.0,Beauty,2,0,Debit Card,N
O00992,C0162,2022-01-07,44.49,Beauty,4,0,Debit Card,N
O00993,C0162,2022-06-25,158.05,Automotive,4,20,Debit Card,N
O00994,C0162,2022-09-09,166.3,Toys,4,5,Bank Transfer,N
O00995,C0162,2022-10-21,190.44,Food & Grocery,2,20,Credit Card,Y
O00996,C0162,2022-12-16,190.42,Clothing,3,0,Apple Pay,N
O00997,C0162,2023-05-01,103.79,Toys,1,15,Debit Card,Y
O00998,C0162,2023-06-02,39.83,Automotive,3,5,Apple Pay,Y
O00999,C0163,2022-01-09,139.46,Automotive,5,20,Bank Transfer,N
O01000,C0163,2022-05-31,148.57,Toys,2,0,Credit Card,N
O01001,C0163,2022-10-14,121.36,Toys,2,10,Bank Transfer,N
O01002,C0163,2022-11-18,66.33,Automotive,5,0,Bank Transfer,N
O01003,C0163,2022-12-19,158.7,Home & Garden,1,0,Bank Transfer,Y
O01004,C0163,2023-02-18,73.98,Books,4,10,Credit Card,N
O01005,C0163,2023-04-02,173.07,Books,5,0,Credit Card,N
O01006,C0163,2023-06-25,158.62,Clothing,4,0,Bank Transfer,N
O01007,C0163,2023-09-18,107.04,Sports,5,10,Bank Transfer,Y
O01008,C0163,2023-12-19,69.75,Books,3,15,Bank Transfer,N
O01009,C0164,2022-04-18,64.5,Beauty,4,0,Debit Card,N
O01010,C0164,2022-09-11,85.42,Clothing,1,0,Apple Pay,N
O01011,C0164,2022-12-02,55.48,Food & Grocery,1,0,Bank Transfer,N
O01012,C0164,2023-06-13,65.0,Automotive,4,20,PayPal,Y
O01013,C0165,2022-05-28,51.61,Food & Grocery,2,15,Bank Transfer,Y
O01014,C0165,2022-06-16,50.07,Sports,4,5,Credit Card,N
O01015,C0165,2023-03-03,190.49,Beauty,1,10,Apple Pay,N
O01016,C0165,2023-03-27,50.55,Health,3,0,Bank Transfer,N
O01017,C0165,2023-05-17,50.02,Books,3,0,PayPal,N
O01018,C0165,2023-06-02,34.76,Home & Garden,2,20,Bank Transfer,N
O01019,C0165,2023-12-07,38.27,Books,3,0,Debit Card,N
O01020,C0166,2022-01-12,127.42,Health,4,0,Apple Pay,N
O01021,C0166,2022-01-18,171.86,Health,2,20,Debit Card,Y
O01022,C0166,2022-04-17,138.2,Food & Grocery,4,0,PayPal,N
O01023,C0166,2022-05-04,165.97,Health,4,5,Debit Card,N
O01024,C0167,2022-10-12,69.9,Home & Garden,1,10,PayPal,Y
O01025,C0167,2023-03-30,69.84,Automotive,1,0,Bank Transfer,Y
O01026,C0167,2023-11-18,64.03,Electronics,5,10,Debit Card,N
O01027,C0168,2022-01-20,327.34,Food & Grocery,1,0,Apple Pay,N
O01028,C0168,2022-03-28,254.27,Automotive,3,5,PayPal,N
O01029,C0168,2022-05-04,128.15,Clothing,5,0,PayPal,N
O01030,C0168,2022-07-04,156.72,Clothing,2,0,Apple Pay,N
O01031,C0168,2022-07-30,104.74,Beauty,2,0,Credit Card,N
O01032,C0168,2022-09-09,243.77,Beauty,2,5,PayPal,N
O01033,C0168,2022-10-09,237.72,Clothing,1,0,Debit Card,Y
O01034,C0168,2022-11-25,326.13,Food & Grocery,5,20,Bank Transfer,N
O01035,C0168,2023-02-16,478.73,Books,1,0,Apple Pay,Y
O01036,C0168,2023-03-31,250.97,Food & Grocery,1,5,Debit Card,N
O01037,C0168,2023-06-29,193.05,Health,1,0,Bank Transfer,N
O01038,C0168,2023-07-01,207.94,Toys,4,0,Bank Transfer,N
O01039,C0168,2023-08-17,408.81,Home & Garden,3,10,Debit Card,N
O01040,C0168,2023-09-14,305.76,Toys,5,5,Credit Card,N
O01041,C0168,2023-11-06,421.31,Health,3,15,Debit Card,N
O01042,C0168,2023-12-24,105.27,Food & Grocery,3,10,PayPal,N
O01043,C0169,2022-08-06,129.29,Books,1,0,Bank Transfer,Y
O01044,C0169,2023-08-23,29.09,Clothing,4,15,Credit Card,N
O01045,C0170,2022-02-23,85.63,Beauty,3,15,PayPal,N
O01046,C0170,2022-04-21,55.49,Beauty,3,0,Apple Pay,Y
O01047,C0170,2022-06-06,62.7,Home & Garden,1,10,Apple Pay,N
O01048,C0171,2023-02-28,92.25,Food & Grocery,4,10,Credit Card,N
O01049,C0172,2022-03-05,132.22,Toys,2,20,Credit Card,N
O01050,C0172,2022-06-30,108.66,Sports,4,0,Debit Card,N
O01051,C0172,2022-07-12,158.93,Beauty,2,0,Bank Transfer,N
O01052,C0172,2022-08-16,167.43,Sports,2,5,PayPal,N
O01053,C0172,2022-12-10,77.73,Health,2,0,Debit Card,N
O01054,C0172,2022-12-11,48.86,Books,5,10,Apple Pay,N
O01055,C0172,2023-02-21,123.8,Health,5,10,Debit Card,N
O01056,C0172,2023-02-28,129.99,Clothing,2,0,Bank Transfer,N
O01057,C0173,2022-01-03,476.09,Electronics,3,5,Apple Pay,N
O01058,C0173,2022-01-24,131.12,Automotive,4,5,PayPal,Y
O01059,C0173,2022-07-16,398.79,Sports,1,0,Apple Pay,Y
O01060,C0173,2022-09-16,268.52,Electronics,4,0,PayPal,N
O01061,C0173,2022-10-08,449.64,Electronics,2,15,Apple Pay,N
O01062,C0173,2023-03-14,465.14,Sports,2,0,PayPal,N
O01063,C0173,2023-04-10,342.92,Clothing,1,5,Apple Pay,N
O01064,C0173,2023-06-30,328.86,Beauty,3,0,Credit Card,N
O01065,C0173,2023-07-28,180.11,Beauty,1,20,PayPal,Y
O01066,C0173,2023-09-22,413.53,Clothing,5,10,Apple Pay,N
O01067,C0173,2023-10-19,342.65,Health,1,0,Credit Card,N
O01068,C0173,2023-11-21,238.51,Clothing,2,0,Apple Pay,N
O01069,C0173,2023-11-26,206.62,Toys,1,0,Credit Card,Y
O01070,C0173,2023-11-26,101.93,Toys,4,0,Bank Transfer,N
O01071,C0173,2023-11-29,177.91,Health,5,0,Apple Pay,N
O01072,C0173,2023-12-11,274.97,Toys,5,10,Credit Card,N
O01073,C0174,2022-01-13,131.18,Clothing,5,20,Debit Card,Y
O01074,C0174,2022-01-27,51.42,Automotive,3,0,Apple Pay,N
O01075,C0174,2022-04-16,153.19,Food & Grocery,2,0,Debit Card,N
O01076,C0174,2022-04-21,40.28,Books,5,5,Bank Transfer,N
O01077,C0174,2022-07-17,82.9,Automotive,2,0,Apple Pay,N
O01078,C0174,2022-12-03,132.57,Books,3,0,Bank Transfer,Y
O01079,C0174,2023-04-10,141.81,Home & Garden,1,0,Bank Transfer,Y
O01080,C0174,2023-06-14,175.98,Toys,3,0,Debit Card,N
O01081,C0174,2023-08-25,163.49,Beauty,2,15,Apple Pay,N
O01082,C0175,2022-11-03,50.59,Home & Garden,1,5,Credit Card,N
O01083,C0175,2022-12-10,33.65,Electronics,2,15,Debit Card,N
O01084,C0175,2023-08-03,68.03,Sports,4,15,PayPal,N
O01085,C0175,2023-08-16,32.45,Home & Garden,1,0,Credit Card,N
O01086,C0175,2023-09-23,45.42,Automotive,1,0,PayPal,N
O01087,C0176,2022-01-31,435.96,Sports,2,0,Credit Card,N
O01088,C0176,2022-02-14,434.01,Clothing,1,20,Debit Card,N
O01089,C0176,2022-06-28,355.05,Clothing,3,0,PayPal,N
O01090,C0176,2022-06-28,180.86,Beauty,2,10,Bank Transfer,N
O01091,C0176,2022-07-22,448.92,Clothing,1,0,Debit Card,N
O01092,C0176,2022-07-23,160.51,Toys,3,0,Bank Transfer,N
O01093,C0176,2022-08-13,490.33,Sports,1,20,Bank Transfer,Y
O01094,C0176,2022-09-26,159.42,Automotive,3,20,Debit Card,N
O01095,C0176,2022-10-18,183.81,Books,2,20,Bank Transfer,Y
O01096,C0176,2022-12-14,452.05,Sports,1,20,Apple Pay,Y
O01097,C0176,2023-01-04,107.25,Automotive,4,20,Bank Transfer,N
O01098,C0177,2022-07-03,151.66,Food & Grocery,4,0,Bank Transfer,N
O01099,C0177,2022-11-26,138.48,Health,1,0,Debit Card,N
O01100,C0177,2023-01-18,106.85,Sports,4,0,PayPal,N
O01101,C0177,2023-05-10,181.08,Health,2,20,PayPal,N
O01102,C0177,2023-06-23,123.59,Home & Garden,1,0,Apple Pay,Y
O01103,C0177,2023-12-13,89.77,Health,1,5,Bank Transfer,Y
O01104,C0177,2023-12-31,87.18,Food & Grocery,4,5,Apple Pay,N
O01105,C0178,2022-01-26,183.25,Books,5,10,Bank Transfer,N
O01106,C0178,2022-03-19,163.6,Sports,1,0,Credit Card,N
O01107,C0178,2022-07-03,36.51,Sports,3,0,PayPal,N
O01108,C0178,2022-08-28,81.46,Books,2,15,Bank Transfer,N
O01109,C0178,2022-09-29,199.73,Automotive,3,0,PayPal,N
O01110,C0178,2022-10-07,169.79,Toys,4,20,Bank Transfer,N
O01111,C0178,2023-01-03,110.24,Automotive,2,20,Apple Pay,N
O01112,C0178,2023-01-27,68.58,Sports,4,0,Bank Transfer,Y
O01113,C0178,2023-03-29,163.62,Food & Grocery,4,0,Credit Card,N
O01114,C0178,2023-10-23,173.79,Toys,4,0,Apple Pay,N
O01115,C0179,2022-01-02,407.03,Automotive,3,0,Bank Transfer,N
O01116,C0179,2022-01-17,318.38,Electronics,2,0,PayPal,Y
O01117,C0179,2022-01-29,344.53,Health,5,10,Apple Pay,N
O01118,C0179,2022-02-09,165.77,Toys,1,10,Apple Pay,N
O01119,C0179,2022-02-13,279.41,Beauty,5,5,PayPal,N
O01120,C0179,2022-02-15,152.0,Automotive,2,0,Bank Transfer,N
O01121,C0179,2022-02-21,91.27,Sports,1,5,PayPal,N
O01122,C0179,2022-02-23,177.88,Automotive,1,5,Credit Card,N
O01123,C0179,2022-02-24,297.78,Home & Garden,3,20,Apple Pay,N
O01124,C0179,2022-03-05,145.95,Clothing,2,10,Apple Pay,N
O01125,C0179,2022-03-15,392.12,Toys,2,0,Debit Card,N
O01126,C0179,2022-03-26,261.52,Food & Grocery,2,10,Bank Transfer,N
O01127,C0179,2022-03-29,326.75,Automotive,4,0,Debit Card,N
O01128,C0179,2022-04-05,496.26,Food & Grocery,1,20,Apple Pay,Y
O01129,C0179,2022-04-07,419.18,Automotive,3,10,Apple Pay,N
O01130,C0179,2022-04-08,274.33,Electronics,1,0,Apple Pay,N
O01131,C0180,2022-03-31,36.18,Health,4,5,Apple Pay,N
O01132,C0180,2022-08-01,74.37,Clothing,4,15,Credit Card,N
O01133,C0180,2023-03-12,90.27,Home & Garden,3,15,Bank Transfer,N
O01134,C0181,2022-08-11,73.47,Automotive,1,0,Credit Card,N
O01135,C0181,2023-05-21,85.57,Beauty,4,5,Debit Card,N
O01136,C0181,2023-12-16,46.96,Electronics,4,0,Credit Card,N
O01137,C0182,2022-01-11,150.55,Home & Garden,3,15,Apple Pay,N
O01138,C0182,2022-02-08,108.43,Clothing,5,15,Debit Card,N
O01139,C0182,2022-04-28,53.84,Books,2,0,Credit Card,Y
O01140,C0182,2022-07-19,47.09,Books,1,10,Apple Pay,N
O01141,C0182,2022-09-14,43.19,Electronics,3,0,Apple Pay,N
O01142,C0182,2023-02-11,60.25,Electronics,5,0,Apple Pay,N
O01143,C0182,2023-02-13,172.21,Automotive,1,5,PayPal,N
